time
0.000570
0.000322
0.000352
0.000250
0.000234
0.000446
0.000967
0.000254
0.000295
0.000325
0.000340
0.000369
0.000395
0.001529
0.000852
0.003377
0.000530
0.002602
0.000473
0.000315
0.000999
